raw_aspect,sentence,label,label_id
quick charge,"nice model, more backup, quick charge etc etc",charging_speed,24
battery,battery is very low,battery,6
fone,nice fone in this range,phone_type,71
quality,quality is good,quality,81
phone,osm phone value of money,phone,70
value of money,osm phone value of money,value_for_money,104
fone,fantastic fone in this budget ever,phone,70
budget,fantastic fone in this budget ever,price,74
phone,nice phone it's amazing,phone,70
everything,everything is good,overall,65
value for money,value for money and nice looking and light weight and easy to handle with one hand,value_for_money,104
nice looking,value for money and nice looking and light weight and easy to handle with one hand,design,34
light weight,value for money and nice looking and light weight and easy to handle with one hand,weight,108
easy to handle with one hand,value for money and nice looking and light weight and easy to handle with one hand,usability,103
phone,awesome phone in this price range,overall,65
price range,awesome phone in this price range,price,74
7999,got it in 7999,price,74
handy,handy and comfortable,ergonomics,42
comfortable,handy and comfortable,ergonomics,42
money,worth for the money,value_for_money,104
camera,better camera and performance,camera,17
performance,better camera and performance,performance,68
phone,it super phone,phone,70
budget phone,best budget phone,budget_phone,13
budget phone,awesome budget phone,budget_phone,13
hardware,hardware is capable but also there is no option for slow motion video in camera,performance,68
slow motion video,hardware is capable but also there is no option for slow motion video in camera,slow_motion_video,89
battery,"battery, so poor",battery,6
phone,best phone for pubg at this range,phone,70
range,best phone for pubg at this range,price,74
product,awesome product according price,price,74
phone,beautiful phone in best price,phone,70
price,beautiful phone in best price,price,74
camera,all are goodcamera is also goodbutbattery is poor,camera,17
battery,all are goodcamera is also goodbutbattery is poor,battery,6
cost,👌 perfect in this cost absolutely value of money,value_for_money,104
value of money,👌 perfect in this cost absolutely value of money,value_for_money,104
mobile,mobile is awesome,phone_type,71
looking,super looking phone,design,34
mobile,good mobile but charge is not good,phone,70
charge,good mobile but charge is not good,battery,6
mobile,good mobile worth for your money,phone,70
money,good mobile worth for your money,value_for_money,104
product,good product but price is high,overall,65
price,good product but price is high,price,74
product,so very good product,overall,65
value for money phone,for this price this is the value for money phone,value_for_money,104
camera,"i am not a person who takes pictures more frequently and i use camera very rarely, so i cannot say about the camera",camera,17
performance,the performance of this phone is nice and up to the mark but ram management is average,performance,68
ram management,the performance of this phone is nice and up to the mark but ram management is average,ram,82
3gb of ram,my device has 3gb of ram and it is unable to retain the apps in background and it reloads every time,ram,82
unable to retain the apps in background,my device has 3gb of ram and it is unable to retain the apps in background and it reloads every time,app_management,3
it reloads every time,my device has 3gb of ram and it is unable to retain the apps in background and it reloads every time,app_management,3
every thing,except that every thing is good,overall,65
display,display is good and ui also nice,display,37
ui,display is good and ui also nice,ui,102
product,verry good product nice nice love it,overall,65
phone,this is good phone,phone,70
product,superb product 😘😘 thanks flip kart nd,overall,65
money,okkk for the money,value_for_money,104
phone,satisfied with phone and worth for money paid,overall,65
worth for money paid,satisfied with phone and worth for money paid,value_for_money,104
value for money,"value for money but camera is not good, average",value_for_money,104
camera,"value for money but camera is not good, average",camera,17
average,"value for money but camera is not good, average",camera,17
camera,"camera superb, overall just ok ok",camera,17
overall,"camera superb, overall just ok ok",overall,65
mobile,nice mobile good performance awesome camera quality beautiful looking,phone_type,71
performance,nice mobile good performance awesome camera quality beautiful looking,performance,68
camera quality,nice mobile good performance awesome camera quality beautiful looking,camera_quality,20
looking,nice mobile good performance awesome camera quality beautiful looking,design,34
images,these images are clicked by this phone,camera,17
phone,i personally love the phone,overall,65
jio vcall,this phn doesn't support jio vcall,connectivity,31
it hangs,sometimes it hangs for few seconds,performance_issues,69
phn,u can go for this phn,phone,70
phone,superb phone under 10 k,phone,70
under 10 k,superb phone under 10 k,value_for_money,104
product,"thanks for flipkart, good product",overall,65
machine,great machine in this price range,overall,65
price range,great machine in this price range,price,74
hot,too much hot in consuming internet,heat,52
phone,fantastic phone at this price,overall,65
price,fantastic phone at this price,price,74
mobile,super mobile honor 10 lite,phone_type,71
phone,excellent phone thanks to flipkart,phone,70
honor 10 light mobile,tha great honor 10 light mobile,product_name,77
price,best mobile on price but battery performance is not goodand other wise its a good deal,price,74
battery performance,best mobile on price but battery performance is not goodand other wise its a good deal,battery,6
deal,best mobile on price but battery performance is not goodand other wise its a good deal,value_for_money,104
light weight,light weight and excellent performance,weight,108
excellent performance,light weight and excellent performance,performance,68
lag while playing 4k hd videos,there is a lag while playing 4k hd videos,performance,68
battery backup,and battery backup is average only,battery_life,7
