product,category,rating,review_title,sentence,raw_aspect,initial_canonical_feature,final_canonical_feature,sentiment,match_type,has_feature
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Really Nice,Good product and worth for that amount,product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Really Nice,Good product and worth for that amount,amount,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,good but as compared to price ratio the honor 10 lite is not value for money,price ratio,value for money,value_for_money,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,and battery is just 3400mah which not that good,battery,battery,battery,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,if you used it heavy than just run-out within 4,run-out,battery,battery_life,negative,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,for battery big thumbs down,battery,battery,battery,negative,fallback,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,rest is things is just ok not so good not so bad just average,rest is things,overall,overall,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,Huawei honor smartphone are best and honor 10lite is speed perfomance very best quality camera and best battery life,speed perfomance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,Huawei honor smartphone are best and honor 10lite is speed perfomance very best quality camera and best battery life,quality camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,Huawei honor smartphone are best and honor 10lite is speed perfomance very best quality camera and best battery life,battery life,battery,battery_life,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,"Honor phone are best phone, huawei is 2nd largest smartphone company in the world",Honor phone,overall,brand,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,Overall This is really best phone,phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,Camera is superb,Camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,Displaye is awesome,Displaye,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,Battery is out of 4/5,Battery,battery,battery,neutral,fallback,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,According to me this is a durable phone,durable phone,build quality,build_quality,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,product is good,product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,lightly overheating problem,lightly overheating problem,performance,heat,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,unlock system not as fast as much would be,unlock system,fingerprint sensor,face_unlock,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,looking smart and more attractive,looking smart,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,looking smart and more attractive,more attractive,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,colour variation is best,colour variation,color reproduction,color,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,slim and smart mobile phone,slim,design,slimness,neutral,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,slim and smart mobile phone,smart mobile phone,design,design,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,Good phone for the price,phone,overall,overall,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,Good phone for the price,price,value for money,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,"Rather I would say, best phone in this segment",phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,"Love the battery life, display and camera of this phone compared to many others I have tried",battery life,battery,battery_life,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,"Love the battery life, display and camera of this phone compared to many others I have tried",display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,"Love the battery life, display and camera of this phone compared to many others I have tried",camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,Amazing design very excellent performance and very good camera quality in Honor 10 Lite also i like Huawei Honor Mobile,design,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,Amazing design very excellent performance and very good camera quality in Honor 10 Lite also i like Huawei Honor Mobile,performance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Simply awesome,Amazing design very excellent performance and very good camera quality in Honor 10 Lite also i like Huawei Honor Mobile,camera quality,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Initially I was somewhat skeptical but extremely happy with my decision now,decision,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,MIUI9 is fun to go along,MIUI9,ui,ui,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,The far better OS compared to xiaomi and realme,OS,ui,software,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,"It has numerous useful features in it like notch settings, display settings and customizations etc",notch settings,display,display,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,"It has numerous useful features in it like notch settings, display settings and customizations etc",display settings,display,display,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,"It has numerous useful features in it like notch settings, display settings and customizations etc",customizations,ui,features,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,"The OS, display (FHD+ notch), file manager, camera are the biggest assets",OS,ui,software,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,"The OS, display (FHD+ notch), file manager, camera are the biggest assets",display (FHD+ notch),display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,"The OS, display (FHD+ notch), file manager, camera are the biggest assets",file manager,software,software,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,"The OS, display (FHD+ notch), file manager, camera are the biggest assets",camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,They are clean and beautiful and very easy to organise,clean,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,They are clean and beautiful and very easy to organise,beautiful,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,They are clean and beautiful and very easy to organise,easy to organise,ui,usability,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Especially the AI camera adjusts its settlings very optimally to get,AI camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Especially the AI camera adjusts its settlings very optimally to get,settlings,camera settings,camera_settings,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Nice phone camera is best all settings tha best tha compair vivo s1,phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Nice phone camera is best all settings tha best tha compair vivo s1,camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Nice phone camera is best all settings tha best tha compair vivo s1,all settings,camera settings,camera_settings,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,Very good camera and very good experience I like this,camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,Very good camera and very good experience I like this,experience,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,Smart phone and high quality gaming experience very smooth gaming experience,Smart phone,overall,phone_type,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,Smart phone and high quality gaming experience very smooth gaming experience,high quality gaming experience,performance,gaming_performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,Smart phone and high quality gaming experience very smooth gaming experience,smooth gaming experience,performance,gaming_performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"This mobile honer 10 lit value for money i love it, and camera quality is a good quality",value for money,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,"This mobile honer 10 lit value for money i love it, and camera quality is a good quality",camera quality,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,But one disappoint in battery pick up is very most 😭😭,battery pick up,battery,battery,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,And also good for this mobile i love it♥️♥️♥️😍😍😍,this mobile,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,the product is good one,product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,it is covered with screen protection,screen protection,display protection,display_protection,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,the phone is working in good condition,the phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,fm is very good,fm,fm radio,fm_radio,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,camera ok overall good,camera,camera,camera,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,camera ok overall good,overall,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,battery backup is 3 days if you are not using videos,battery backup,battery,battery_life,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"This mobile is awesome at this price range , I don’t think any other brand could provide you such features at such a low cost , camera is awesome , battery backup is really good, even I am shocked with the features of the mobile",this price range,value for money,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"This mobile is awesome at this price range , I don’t think any other brand could provide you such features at such a low cost , camera is awesome , battery backup is really good, even I am shocked with the features of the mobile",features,features,features,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"This mobile is awesome at this price range , I don’t think any other brand could provide you such features at such a low cost , camera is awesome , battery backup is really good, even I am shocked with the features of the mobile",camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"This mobile is awesome at this price range , I don’t think any other brand could provide you such features at such a low cost , camera is awesome , battery backup is really good, even I am shocked with the features of the mobile",battery backup,battery,battery_life,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"This mobile is awesome at this price range , I don’t think any other brand could provide you such features at such a low cost , camera is awesome , battery backup is really good, even I am shocked with the features of the mobile",features of the mobile,features,features,positive,existing,True
